ec2_instance_type,ec2_instance_count,ec2_hours,ec2_pricing_model,codebuild_minutes,pipeline_count,s3_storage_gb,ecr_storage_gb,rds_instance_type,rds_hours,rds_storage_gb,data_transfer_out_gb,cloudwatch_logs_gb,region,environment,monthly_cost_usd
m5.xlarge,3,720,reserved,1467,5,148,64,db.t3.medium,720,81,89,50,us-east-1,prod,367.96
c5.large,1,360,on_demand,997,4,115,80,db.t3.micro,720,35,198,32,eu-west-1,dev,92.29
t3.large,4,360,spot,682,4,168,71,db.m5.large,720,245,200,11,us-west-2,dev,224.04
t3.medium,4,720,on_demand,238,4,174,67,db.t3.medium,720,296,70,16,us-east-1,prod,194.24
t3.medium,4,360,reserved,1958,1,112,48,db.t3.micro,720,149,85,2,us-east-1,dev,76.99
m5.xlarge,3,720,on_demand,2206,3,38,9,db.m5.large,720,139,166,49,us-east-1,dev,605.2
m5.large,3,720,on_demand,1396,5,165,100,db.t3.medium,720,86,191,11,eu-west-1,prod,299.07
t3.small,5,720,on_demand,897,3,90,47,db.t3.micro,720,75,106,16,us-east-1,stage,115.91
t3.micro,2,720,reserved,1260,4,182,16,db.m5.large,720,271,167,27,us-east-1,dev,188.59
m5.xlarge,3,360,on_demand,1367,4,57,56,db.m5.large,720,27,193,28,us-west-2,dev,390.72
t3.large,1,360,reserved,2299,4,101,64,db.m5.large,720,63,145,6,us-east-1,dev,193.98
t3.large,4,360,reserved,2353,2,80,66,db.t3.micro,720,106,122,1,us-east-1,dev,121.8
t3.large,1,360,reserved,1798,4,163,87,db.m5.large,720,111,192,25,us-east-1,prod,208.93
m5.xlarge,6,720,reserved,2175,1,108,28,db.m5.large,720,299,37,43,eu-west-1,stage,718.37
t3.medium,4,360,on_demand,588,5,118,5,db.t3.medium,720,57,156,15,us-east-1,dev,135.84
c5.large,6,360,on_demand,837,2,87,10,db.m5.large,720,160,77,44,us-east-1,prod,357.96
c5.large,4,360,spot,1284,5,11,8,db.m5.large,720,52,87,46,eu-west-1,stage,225.5
c5.large,5,720,spot,1603,4,125,81,db.m5.large,720,245,116,36,us-east-1,dev,308.07
m5.large,1,360,on_demand,1900,1,40,75,db.m5.large,720,96,26,41,eu-west-1,dev,213.56
m5.xlarge,5,720,reserved,1595,5,171,32,db.t3.medium,720,242,71,44,us-east-1,prod,541.02
c5.xlarge,1,720,on_demand,462,4,118,47,db.t3.medium,720,75,110,35,us-west-2,stage,207.76
t3.large,6,360,on_demand,1004,2,126,45,db.t3.medium,720,170,157,22,us-east-1,dev,265.5
t3.large,3,720,on_demand,1950,1,27,60,db.m5.large,720,279,39,29,us-east-1,stage,352.33
m5.xlarge,1,360,reserved,557,4,74,100,db.t3.medium,720,147,151,4,eu-west-1,dev,123.25
c5.xlarge,5,360,reserved,787,1,120,94,db.t3.micro,720,149,48,21,eu-west-1,stage,242.06
c5.large,6,360,spot,1415,2,184,76,db.t3.medium,720,170,105,33,us-west-2,stage,166.54
t3.small,2,720,spot,2396,3,37,42,db.t3.micro,720,60,136,20,eu-west-1,dev,63.49
t3.large,3,720,reserved,2379,2,14,27,db.t3.medium,720,90,26,16,eu-west-1,prod,190.31
t3.micro,5,720,on_demand,2200,2,119,98,db.t3.medium,720,164,98,9,us-east-1,stage,122.54
c5.large,5,720,spot,2160,2,10,97,db.t3.micro,720,191,145,4,eu-west-1,dev,170.42
t3.large,4,720,spot,1748,3,130,49,db.m5.large,720,293,161,9,us-east-1,dev,269.71
c5.large,2,720,reserved,2294,1,108,20,db.t3.micro,720,94,14,47,eu-west-1,prod,132.51
m5.xlarge,6,720,reserved,1645,3,199,6,db.t3.micro,720,105,57,13,us-east-1,dev,576.41
t3.micro,4,720,spot,1262,5,150,78,db.t3.medium,720,244,145,16,eu-west-1,stage,98.83
t3.small,3,360,on_demand,1866,2,55,97,db.m5.large,720,245,53,20,us-west-2,dev,195.77
t3.micro,4,720,on_demand,414,3,175,40,db.m5.large,720,212,100,23,us-west-2,stage,198.79
c5.large,6,720,spot,2093,2,26,26,db.t3.medium,720,236,70,27,eu-west-1,dev,228.58
t3.small,6,360,spot,2003,3,32,44,db.t3.micro,720,156,20,8,us-east-1,prod,51.16
t3.large,2,360,spot,1503,3,161,33,db.t3.micro,720,93,137,21,us-east-1,dev,73.55
t3.large,6,720,reserved,273,5,54,90,db.m5.large,720,276,24,20,us-west-2,dev,395.63
t3.medium,5,720,on_demand,996,4,39,60,db.t3.medium,720,125,107,42,eu-west-1,dev,240.51
t3.medium,5,360,spot,2401,4,167,98,db.t3.medium,720,40,194,32,us-east-1,stage,137.3
t3.micro,4,360,reserved,1832,1,57,75,db.m5.large,720,269,144,25,us-west-2,stage,191.41
c5.large,4,360,spot,333,2,69,5,db.t3.medium,720,207,163,38,us-west-2,dev,134.62
c5.large,4,360,reserved,896,1,38,52,db.t3.micro,720,156,45,30,us-west-2,dev,121.4
t3.micro,2,720,spot,1670,4,164,13,db.m5.large,720,110,52,25,us-west-2,dev,174.83
t3.micro,1,360,reserved,719,4,154,63,db.t3.medium,720,140,126,31,eu-west-1,dev,90.95
m5.large,6,720,spot,1759,3,183,92,db.t3.micro,720,210,80,10,eu-west-1,prod,212.53
c5.xlarge,5,720,reserved,1478,4,65,88,db.t3.micro,720,298,27,16,eu-west-1,prod,438.16
t3.small,2,720,spot,1162,1,144,49,db.t3.micro,720,73,79,44,eu-west-1,dev,67.35
c5.xlarge,5,720,on_demand,2311,2,101,69,db.t3.medium,720,131,165,20,us-east-1,stage,705.87
t3.small,3,720,spot,1915,1,59,76,db.t3.medium,720,282,6,37,eu-west-1,prod,103.78
c5.large,4,360,spot,1653,1,161,81,db.m5.large,720,46,7,16,us-east-1,prod,215.9
t3.medium,5,360,on_demand,1618,1,99,27,db.m5.large,720,227,89,4,eu-west-1,prod,236.2
t3.large,5,360,on_demand,2446,4,141,72,db.m5.large,720,48,94,6,eu-west-1,prod,322.13
m5.large,1,720,on_demand,1810,2,141,16,db.t3.micro,720,184,11,38,us-east-1,prod,115.24
t3.micro,2,360,on_demand,929,3,185,9,db.m5.large,720,282,158,13,us-east-1,prod,176.25
m5.xlarge,5,360,reserved,2190,2,187,73,db.t3.micro,720,143,146,49,us-east-1,dev,297.07
t3.micro,6,360,on_demand,1042,1,74,30,db.t3.medium,720,244,76,18,eu-west-1,stage,96.46
t3.medium,1,720,on_demand,1344,3,198,68,db.t3.micro,720,21,64,27,eu-west-1,stage,79.53
t3.large,2,720,reserved,1683,3,131,66,db.t3.micro,720,28,129,47,us-west-2,dev,143.25
c5.xlarge,1,360,spot,710,5,42,91,db.m5.large,720,85,6,38,us-east-1,prod,195.88
t3.large,4,360,spot,1603,4,44,88,db.t3.medium,720,31,65,46,eu-west-1,stage,142.84
m5.xlarge,1,720,on_demand,2499,1,148,41,db.t3.medium,720,186,94,15,eu-west-1,prod,222.44
t3.large,3,720,on_demand,1265,1,183,8,db.t3.medium,720,162,9,25,us-east-1,dev,252.6
t3.small,1,360,on_demand,2223,3,17,91,db.t3.medium,720,275,139,22,us-east-1,dev,99.84
c5.large,3,720,spot,2028,2,165,43,db.t3.medium,720,252,154,47,us-east-1,dev,177.28
t3.medium,4,720,on_demand,2388,3,13,36,db.t3.micro,720,144,21,19,eu-west-1,dev,159.28
c5.large,6,720,spot,1737,2,171,75,db.m5.large,720,166,186,35,eu-west-1,prod,339.48
c5.large,4,360,reserved,1675,4,188,81,db.t3.medium,720,267,129,5,us-west-2,dev,162.71
m5.large,3,720,on_demand,562,1,78,24,db.t3.medium,720,95,32,31,us-west-2,prod,280.98
t3.micro,5,360,spot,2134,4,25,100,db.m5.large,720,177,130,41,us-west-2,prod,199.17
c5.xlarge,1,360,on_demand,1954,4,169,25,db.t3.micro,720,121,166,42,eu-west-1,stage,125.54
m5.xlarge,6,720,spot,1029,5,192,37,db.t3.medium,720,183,137,12,us-west-2,stage,411.61
t3.micro,6,720,spot,1607,5,146,22,db.t3.micro,720,92,149,44,eu-west-1,stage,79.21
c5.large,2,360,reserved,515,4,90,91,db.t3.medium,720,257,25,30,us-east-1,prod,119.02
c5.xlarge,3,360,on_demand,371,1,61,27,db.m5.large,720,144,120,50,us-west-2,prod,363.6
c5.large,2,360,reserved,696,4,74,27,db.t3.medium,720,173,177,21,eu-west-1,prod,122.33
t3.large,1,720,spot,205,3,64,97,db.t3.medium,720,240,174,42,us-east-1,dev,121.06
t3.small,6,360,on_demand,2489,4,138,75,db.m5.large,720,199,188,30,us-east-1,prod,238.21
m5.xlarge,2,720,on_demand,636,2,76,17,db.t3.micro,720,112,186,48,us-west-2,prod,336.09
t3.medium,4,720,on_demand,1634,3,172,69,db.t3.medium,720,240,15,39,eu-west-1,stage,207.92
m5.large,6,360,on_demand,1148,4,157,31,db.t3.micro,720,201,58,13,us-east-1,dev,243.77
m5.large,2,360,on_demand,1576,3,137,7,db.t3.medium,720,295,175,21,us-east-1,prod,155.34
m5.xlarge,5,360,on_demand,1323,1,85,13,db.t3.micro,720,90,82,15,eu-west-1,prod,382.59
t3.micro,5,720,on_demand,1222,5,50,65,db.m5.large,720,241,79,37,us-west-2,prod,215.05
t3.micro,3,360,spot,559,2,142,76,db.m5.large,720,119,55,9,eu-west-1,prod,165.84
c5.xlarge,1,720,reserved,1377,5,183,40,db.t3.medium,720,296,97,3,eu-west-1,stage,153.12
t3.small,5,720,reserved,224,3,114,79,db.t3.medium,720,238,145,44,eu-west-1,dev,143.6
t3.large,6,360,reserved,1039,1,186,69,db.t3.micro,720,128,164,19,eu-west-1,prod,169.69
t3.micro,5,720,spot,1314,4,11,24,db.t3.medium,720,56,121,8,us-west-2,prod,87.33
m5.xlarge,4,360,spot,1107,1,171,20,db.t3.medium,720,147,100,36,us-west-2,dev,197.3
m5.xlarge,3,360,on_demand,1811,5,101,54,db.t3.medium,720,126,169,50,us-west-2,prod,312.59
c5.large,3,360,on_demand,361,5,53,43,db.t3.medium,720,165,123,11,us-west-2,stage,163.93
m5.large,3,720,spot,483,2,175,36,db.t3.micro,720,55,28,8,us-east-1,prod,111.74
t3.small,1,720,on_demand,1217,1,146,59,db.m5.large,720,189,147,40,eu-west-1,dev,201.79
t3.medium,4,720,reserved,674,4,46,58,db.m5.large,720,124,176,47,eu-west-1,prod,265.68
t3.large,4,360,reserved,328,3,158,86,db.m5.large,720,67,129,37,us-east-1,dev,260.1
m5.xlarge,3,720,spot,1934,2,64,55,db.t3.medium,720,266,96,47,us-west-2,dev,262.91
t3.small,3,360,reserved,424,2,131,61,db.t3.micro,720,241,39,50,eu-west-1,prod,66.58
m5.xlarge,4,360,spot,2326,5,48,75,db.m5.large,720,149,89,8,us-west-2,prod,281.08
c5.large,1,720,reserved,1873,2,171,18,db.m5.large,720,202,79,43,us-east-1,stage,221.73
t3.micro,6,360,spot,853,3,60,36,db.t3.medium,720,93,118,20,us-west-2,dev,87.09
c5.large,5,360,reserved,1044,2,176,41,db.t3.micro,720,94,29,1,us-west-2,prod,128.17
t3.micro,5,720,reserved,2319,3,59,73,db.m5.large,720,159,69,26,us-east-1,dev,202.04
t3.micro,6,360,spot,1547,5,175,49,db.t3.medium,720,291,102,23,eu-west-1,prod,94.57
t3.micro,2,360,spot,841,5,20,77,db.t3.medium,720,263,186,41,us-west-2,stage,100.84
t3.large,6,720,spot,1148,2,132,58,db.t3.micro,720,218,76,11,us-west-2,stage,182.93
c5.xlarge,3,720,spot,1405,4,89,78,db.t3.medium,720,119,40,27,us-west-2,prod,229.09
c5.xlarge,2,360,on_demand,651,5,166,83,db.m5.large,720,78,23,39,eu-west-1,dev,297.58
t3.small,6,720,on_demand,1555,3,77,74,db.t3.medium,720,131,195,13,us-west-2,prod,179.09
c5.large,1,360,spot,1257,3,34,32,db.t3.micro,720,91,164,7,us-west-2,prod,53.01
c5.xlarge,6,360,spot,379,3,14,31,db.t3.medium,720,173,160,48,eu-west-1,dev,238.84
t3.micro,2,720,on_demand,242,1,68,100,db.m5.large,720,42,109,37,us-east-1,dev,194.3
c5.xlarge,3,720,reserved,2254,5,49,79,db.t3.medium,720,152,12,22,us-west-2,dev,319.3
c5.large,5,720,reserved,1117,3,143,50,db.t3.medium,720,244,108,40,us-west-2,dev,290.73
m5.large,2,720,spot,2142,1,99,71,db.t3.micro,720,55,133,15,us-east-1,stage,107.09
t3.medium,4,720,on_demand,1155,1,21,15,db.t3.micro,720,293,27,48,us-west-2,prod,166.24
c5.large,4,720,on_demand,920,2,176,40,db.t3.micro,720,229,72,24,eu-west-1,dev,288.17
c5.large,3,360,spot,946,2,22,30,db.t3.micro,720,210,81,14,us-east-1,stage,71.49
c5.large,2,720,spot,859,1,156,36,db.t3.medium,720,113,171,18,eu-west-1,prod,133.07
t3.small,2,360,on_demand,1749,1,46,27,db.t3.medium,720,104,26,12,us-west-2,stage,84.06
m5.xlarge,3,360,on_demand,741,2,183,37,db.t3.micro,720,123,133,46,us-east-1,stage,266.18
t3.medium,5,360,on_demand,1437,3,149,18,db.m5.large,720,43,62,48,eu-west-1,prod,255.11
m5.large,3,360,reserved,2214,5,70,79,db.t3.micro,720,154,93,2,us-east-1,prod,109.58
c5.large,3,720,on_demand,1157,5,138,79,db.m5.large,720,296,28,4,us-west-2,dev,343.22
m5.large,3,720,reserved,1759,1,196,97,db.t3.medium,720,111,182,7,us-east-1,prod,225.91
t3.large,2,720,on_demand,2096,1,173,31,db.t3.micro,720,210,116,49,us-west-2,stage,184.55
c5.xlarge,2,720,spot,1113,1,91,64,db.t3.medium,720,110,65,15,eu-west-1,dev,173.57
t3.small,2,360,spot,1755,4,13,100,db.t3.medium,720,212,178,11,eu-west-1,prod,94.82
t3.large,1,360,on_demand,1388,3,107,5,db.t3.medium,720,94,14,8,us-west-2,stage,93.35
m5.large,1,720,on_demand,1264,4,184,20,db.t3.medium,720,86,140,19,us-west-2,stage,152.01
c5.large,4,360,on_demand,871,4,168,55,db.m5.large,720,166,103,6,us-west-2,prod,286.63
m5.large,1,360,spot,775,2,20,11,db.m5.large,720,60,91,28,us-west-2,dev,179.69
c5.large,5,720,spot,1463,2,185,28,db.m5.large,720,33,198,18,eu-west-1,prod,301.83
t3.large,3,360,spot,1608,5,120,63,db.t3.micro,720,198,172,15,us-east-1,dev,88.26
t3.large,5,720,reserved,1427,1,85,98,db.t3.micro,720,253,7,39,us-west-2,stage,245.95
m5.xlarge,2,360,reserved,2219,5,27,12,db.t3.micro,720,76,155,42,us-west-2,stage,149.96
t3.small,4,720,spot,1753,2,49,90,db.t3.medium,720,285,183,3,eu-west-1,stage,109.06
c5.large,5,720,on_demand,2415,1,101,57,db.t3.micro,720,124,136,5,us-east-1,stage,353.08
m5.xlarge,4,720,spot,1472,4,100,37,db.m5.large,720,68,84,40,us-east-1,dev,400.34
t3.micro,5,360,on_demand,821,4,23,58,db.t3.medium,720,24,27,42,us-east-1,stage,100.82
m5.xlarge,6,360,reserved,447,4,44,35,db.t3.micro,720,50,152,10,us-east-1,stage,307.24
c5.large,5,360,spot,1181,1,93,31,db.t3.micro,720,71,73,24,eu-west-1,prod,103.15
t3.small,3,360,reserved,409,1,47,28,db.t3.micro,720,48,76,11,us-west-2,stage,45.11
t3.small,2,360,spot,931,1,98,57,db.t3.micro,720,251,101,21,us-east-1,dev,50.43
m5.xlarge,4,720,on_demand,989,2,71,5,db.m5.large,720,180,22,9,us-east-1,dev,704.76
m5.large,2,720,reserved,1023,4,126,57,db.m5.large,720,35,94,2,us-east-1,dev,251.27
c5.xlarge,1,360,reserved,2299,2,167,71,db.t3.micro,720,85,130,11,us-east-1,prod,91.66
t3.large,2,360,spot,645,4,157,44,db.t3.micro,720,59,94,21,us-west-2,stage,66.4
m5.xlarge,5,360,spot,206,3,112,64,db.t3.medium,720,157,151,12,us-west-2,stage,216.08
m5.xlarge,3,360,reserved,1550,2,49,35,db.m5.large,720,280,155,24,eu-west-1,stage,311.35
t3.micro,2,720,reserved,1897,4,35,79,db.m5.large,720,85,10,20,us-west-2,stage,177.06
t3.medium,2,720,spot,2090,1,150,73,db.m5.large,720,121,128,45,eu-west-1,dev,217.42
c5.large,3,360,spot,2399,5,200,10,db.m5.large,720,298,197,36,eu-west-1,stage,228.28
t3.micro,1,720,reserved,2238,1,68,42,db.t3.medium,720,61,139,45,us-west-2,dev,105.07
t3.small,6,360,reserved,760,4,185,23,db.t3.medium,720,219,94,11,us-west-2,dev,101.76
c5.xlarge,1,720,reserved,2440,2,138,59,db.t3.medium,720,280,107,12,us-west-2,stage,164.7
m5.large,2,360,reserved,1835,4,193,17,db.t3.medium,720,27,186,17,us-east-1,dev,133.72
t3.medium,2,360,on_demand,1367,4,146,91,db.t3.medium,720,186,134,41,eu-west-1,prod,130.05
t3.large,2,720,spot,2033,4,178,6,db.m5.large,720,133,180,27,eu-west-1,dev,230.72
c5.large,1,720,on_demand,1471,4,21,91,db.t3.medium,720,140,165,10,us-east-1,dev,146.23
t3.large,6,720,spot,1090,1,50,5,db.t3.micro,720,38,198,2,us-west-2,stage,181.93
m5.large,5,720,reserved,1259,4,119,56,db.t3.micro,720,150,46,35,eu-west-1,prod,273.15
t3.large,5,720,reserved,1444,2,93,58,db.t3.micro,720,58,170,28,us-west-2,dev,251.39
t3.micro,5,720,on_demand,448,5,42,40,db.m5.large,720,91,147,46,us-west-2,stage,219.12
t3.micro,4,360,spot,2151,4,12,75,db.m5.large,720,71,175,37,us-east-1,dev,197.01
m5.large,4,720,on_demand,1819,4,118,93,db.t3.medium,720,101,6,20,us-east-1,dev,356.37
c5.large,3,720,reserved,2115,2,23,96,db.t3.medium,720,190,85,7,us-east-1,prod,199.43
t3.micro,4,720,spot,1011,3,122,18,db.t3.micro,720,66,123,35,us-east-1,dev,62.45
t3.medium,1,720,on_demand,1029,3,127,95,db.m5.large,720,74,105,37,us-east-1,prod,213.71
t3.medium,2,720,reserved,644,4,77,39,db.t3.micro,720,28,26,30,eu-west-1,prod,77.41
t3.micro,4,720,reserved,383,5,177,40,db.t3.medium,720,94,36,15,us-west-2,dev,88.43
t3.large,3,360,on_demand,1387,1,124,28,db.m5.large,720,90,20,45,eu-west-1,dev,264.98
t3.small,5,360,reserved,510,2,68,100,db.t3.micro,720,146,12,13,us-east-1,prod,58.27
m5.large,4,720,on_demand,394,5,125,44,db.m5.large,720,208,87,37,eu-west-1,prod,450.3
t3.small,1,720,on_demand,1305,5,29,53,db.m5.large,720,107,159,50,us-east-1,stage,205.02
t3.large,5,720,spot,2370,2,62,58,db.m5.large,720,228,187,29,us-west-2,dev,308.45
t3.large,6,360,on_demand,1617,2,159,54,db.m5.large,720,83,56,34,us-west-2,prod,357.13
t3.small,4,360,on_demand,1336,3,174,65,db.t3.medium,720,134,170,5,us-west-2,stage,113.17
m5.large,5,720,reserved,1112,1,14,51,db.m5.large,720,148,119,25,us-east-1,dev,397.07
t3.large,1,720,spot,1792,2,106,11,db.t3.micro,720,174,171,49,us-east-1,prod,88.59
t3.medium,3,720,spot,2252,3,77,94,db.t3.medium,720,155,24,42,eu-west-1,prod,129.77
t3.small,1,360,spot,722,5,78,86,db.t3.medium,720,239,119,42,us-east-1,stage,96.95
t3.large,1,360,on_demand,2114,5,93,43,db.t3.micro,720,174,99,18,eu-west-1,stage,77.11
t3.small,3,360,reserved,1982,2,188,61,db.t3.medium,720,181,128,39,eu-west-1,prod,114.2
t3.medium,5,720,spot,224,1,107,66,db.m5.large,720,92,174,24,eu-west-1,dev,235.99
t3.micro,1,360,reserved,1481,4,144,58,db.m5.large,720,106,195,13,eu-west-1,dev,181.24
c5.xlarge,6,720,on_demand,1143,3,181,65,db.t3.micro,720,264,92,15,eu-west-1,dev,778.8
t3.small,2,360,reserved,1941,5,170,83,db.t3.micro,720,288,134,26,us-east-1,stage,68.95
t3.medium,5,360,on_demand,2052,5,46,76,db.t3.micro,720,60,45,7,us-west-2,stage,113.59
c5.large,3,720,reserved,1575,4,137,45,db.t3.medium,720,240,27,49,us-east-1,dev,210.04
t3.large,1,720,reserved,368,2,88,50,db.t3.medium,720,295,106,1,us-east-1,prod,106.08
m5.large,3,720,spot,539,2,109,38,db.t3.medium,720,196,140,20,eu-west-1,stage,162.79
c5.xlarge,5,720,on_demand,2210,4,181,35,db.t3.micro,720,66,34,41,eu-west-1,prod,666.51
t3.medium,3,720,spot,1717,2,150,67,db.t3.micro,720,26,177,18,us-east-1,prod,91.85
t3.micro,3,360,reserved,2305,2,50,77,db.t3.medium,720,163,13,8,us-east-1,stage,81.09
c5.large,1,360,reserved,2260,2,55,90,db.t3.medium,720,43,7,13,us-west-2,prod,96.82
m5.large,5,720,on_demand,1672,4,13,26,db.t3.micro,720,130,103,28,us-west-2,dev,392.37
c5.large,6,720,reserved,2072,1,75,15,db.t3.medium,720,123,192,44,us-east-1,dev,339.79
c5.large,4,720,reserved,805,4,97,95,db.t3.medium,720,299,107,34,us-east-1,prod,249.75
m5.large,6,720,reserved,1913,2,80,27,db.m5.large,720,277,162,13,us-west-2,stage,442.99
c5.large,6,360,reserved,897,2,187,72,db.m5.large,720,85,30,25,us-west-2,dev,288.77
t3.micro,3,720,reserved,845,4,139,84,db.t3.micro,720,241,42,48,us-east-1,stage,70.44
m5.large,6,360,reserved,237,4,43,77,db.t3.medium,720,57,92,39,us-east-1,prod,220.68
c5.large,5,360,reserved,207,3,178,17,db.m5.large,720,82,167,42,us-west-2,prod,280.55
t3.medium,4,360,spot,1436,5,135,68,db.m5.large,720,283,183,26,eu-west-1,stage,208.76
c5.xlarge,2,720,reserved,364,1,75,81,db.t3.medium,720,281,25,29,us-east-1,prod,235.75
m5.large,4,720,on_demand,930,5,16,41,db.m5.large,720,20,190,17,us-east-1,stage,449.44
m5.large,1,360,reserved,2100,4,142,67,db.t3.micro,720,26,144,6,us-east-1,dev,71.13
t3.large,3,360,reserved,762,3,47,53,db.t3.micro,720,93,66,44,us-east-1,dev,108.78
t3.micro,3,720,spot,1575,2,160,63,db.t3.medium,720,198,107,19,us-west-2,stage,94.21
c5.large,1,360,spot,733,1,114,22,db.m5.large,720,248,44,49,us-east-1,dev,187.43
m5.xlarge,2,360,on_demand,596,2,36,76,db.t3.micro,720,288,179,16,us-west-2,dev,186.0
c5.xlarge,3,720,spot,1808,5,160,14,db.t3.micro,720,160,21,48,us-east-1,dev,199.13
m5.large,4,360,reserved,464,3,19,80,db.m5.large,720,84,140,36,us-west-2,stage,269.45
t3.medium,4,720,on_demand,2412,2,94,10,db.t3.medium,720,143,176,15,us-east-1,prod,206.61
t3.micro,6,720,reserved,1914,5,21,100,db.t3.medium,720,147,192,40,us-west-2,prod,134.78
c5.large,4,720,reserved,475,3,182,85,db.t3.micro,720,247,99,7,us-east-1,prod,198.83
m5.xlarge,1,360,reserved,2396,3,104,89,db.t3.medium,720,104,157,9,us-east-1,prod,135.07
t3.small,1,720,reserved,2394,5,173,5,db.m5.large,720,138,143,11,us-east-1,prod,182.79
t3.large,1,720,on_demand,2483,2,192,95,db.t3.medium,720,163,6,29,us-east-1,dev,149.51
t3.medium,5,720,on_demand,2332,3,141,87,db.t3.micro,720,239,15,22,us-west-2,prod,197.95
t3.medium,2,360,reserved,2233,4,26,83,db.t3.micro,720,194,44,49,us-east-1,prod,80.23
m5.large,3,360,on_demand,1953,4,96,32,db.m5.large,720,284,91,50,us-west-2,dev,290.28
m5.xlarge,3,720,spot,499,3,96,60,db.t3.micro,720,296,152,23,eu-west-1,dev,214.01
m5.xlarge,4,720,reserved,792,2,34,55,db.t3.medium,720,27,172,47,us-east-1,stage,456.89
t3.medium,3,360,reserved,1563,2,162,65,db.t3.medium,720,72,38,12,us-east-1,stage,104.9
t3.medium,5,720,on_demand,751,4,75,96,db.m5.large,720,178,136,15,us-east-1,prod,322.82
c5.xlarge,5,720,reserved,2255,1,76,15,db.m5.large,720,185,141,39,us-west-2,dev,582.75
t3.medium,1,720,on_demand,247,5,11,8,db.t3.micro,720,73,27,39,us-west-2,dev,66.41
t3.medium,2,360,reserved,590,5,104,97,db.t3.micro,720,57,128,30,eu-west-1,stage,73.27
t3.small,2,360,spot,764,3,87,56,db.t3.micro,720,82,100,6,us-west-2,prod,41.65
t3.large,3,360,spot,213,4,124,51,db.t3.micro,720,191,33,23,us-west-2,prod,71.67
t3.small,5,720,reserved,2247,5,135,27,db.t3.micro,720,103,71,39,eu-west-1,dev,103.84
m5.xlarge,3,360,spot,1587,1,42,39,db.t3.micro,720,227,19,23,us-west-2,stage,121.2
c5.large,1,720,on_demand,918,2,72,10,db.t3.micro,720,103,63,50,eu-west-1,stage,111.36
c5.xlarge,6,720,spot,1915,4,96,52,db.m5.large,720,60,18,20,us-east-1,stage,460.6
m5.large,3,360,reserved,1886,3,171,72,db.t3.medium,720,171,67,29,us-west-2,stage,156.72
t3.medium,5,720,spot,2480,4,89,73,db.t3.medium,720,117,146,17,eu-west-1,prod,151.53
t3.small,6,360,on_demand,1143,3,108,7,db.t3.medium,720,88,185,15,us-east-1,dev,126.22
t3.micro,4,360,reserved,1385,3,42,5,db.m5.large,720,52,88,37,us-east-1,prod,182.79
m5.large,2,360,spot,230,2,188,17,db.t3.medium,720,149,169,19,eu-west-1,stage,107.77
m5.large,3,360,on_demand,1392,2,38,90,db.t3.micro,720,110,70,1,us-west-2,dev,139.55
t3.small,1,360,reserved,932,5,134,55,db.t3.micro,720,63,200,37,us-west-2,dev,66.85
t3.micro,6,720,reserved,1054,2,184,90,db.t3.medium,720,219,12,8,eu-west-1,prod,101.03
m5.xlarge,4,720,reserved,2127,2,101,53,db.t3.medium,720,93,61,43,us-west-2,prod,452.91
t3.medium,6,720,reserved,346,5,123,93,db.m5.large,720,37,192,50,us-east-1,stage,311.19
c5.large,4,360,on_demand,2101,3,179,58,db.t3.micro,720,141,42,5,eu-west-1,dev,161.34
t3.medium,1,720,reserved,1196,1,88,9,db.m5.large,720,255,140,10,us-west-2,dev,184.21
c5.xlarge,4,720,spot,1833,2,30,94,db.t3.micro,720,48,101,22,us-west-2,dev,247.43
t3.medium,2,360,reserved,1858,4,177,8,db.m5.large,720,249,168,33,us-west-2,prod,203.49
t3.micro,1,360,on_demand,2462,2,186,57,db.t3.medium,720,280,27,37,eu-west-1,dev,95.2
t3.micro,1,360,reserved,2449,3,120,68,db.t3.medium,720,78,190,21,us-east-1,stage,100.08
t3.medium,5,360,reserved,1205,1,157,22,db.m5.large,720,20,94,28,us-west-2,stage,221.21
c5.large,6,360,spot,2362,4,182,81,db.t3.medium,720,217,197,4,us-west-2,stage,165.51
m5.xlarge,1,360,reserved,212,1,118,19,db.m5.large,720,198,43,14,us-east-1,stage,199.71
t3.micro,6,360,spot,943,1,83,63,db.m5.large,720,47,192,21,us-east-1,stage,187.93
t3.small,4,720,on_demand,679,5,143,78,db.m5.large,720,109,119,23,eu-west-1,dev,234.84
m5.xlarge,5,720,reserved,752,1,18,55,db.t3.micro,720,91,200,14,eu-west-1,dev,496.19
t3.small,4,360,on_demand,419,3,198,14,db.t3.medium,720,24,182,17,us-west-2,prod,111.12
t3.small,6,360,spot,845,5,181,81,db.t3.medium,720,230,49,15,us-east-1,dev,94.61
c5.large,6,360,reserved,1502,4,152,56,db.t3.medium,720,41,190,42,eu-west-1,dev,222.29
